planet_name,orbital_period_days,transit_midpoint_bjd,transit_duration_hrs,transit_depth_ppm,planet_radius_earth,equilibrium_temp_k,insolation_earthflux,stellar_teff_k,stellar_radius_sun,stellar_logg_cgs,ra_deg,dec_deg,source
2134.02,95.8531625,2460485.79438,5.024,5975.0,5.95763,356.0,2.69104,4406.0,0.77,4.50428,271.935501,39.072927,TESS
2135.01,2.7884723,2459414.394742,2.9462464,14467.6854046,13.9432645,1377.4020358,850.6754194,5833.0,1.12956,4.35385,274.405533,36.621462,TESS
2136.01,7.8519082,2459394.593726,1.6318726,3873.9591492,2.1705803,379.2777558,4.8904688,3384.0,0.34388,4.87998,281.176343,36.563132,TESS
2137.01,14.1502269,2459393.08477,3.8264451,41358.8663923,18.6317683,617.9412206,34.4595552,4882.0,0.873952,4.45655,274.143956,34.173012,TESS
2138.01,1.4821845,2458684.221959,2.5956827,16269.2562793,27.5079498,2029.0310837,4005.675856,6835.31,1.31284,4.37191,281.6619,41.56002,TESS
2139.01,1.4013784,2459768.65359,1.7042715,19735.2001267,13.9977478,1403.6558119,917.4100949,4984.0,0.934977,4.41028,267.284885,29.879043,TESS
214.01,18.5537012,2460154.945542,3.438,448.0,1.57606,623.0,25.0891,5346.2,0.8,4.6,99.458741,-70.931327,TESS
214.02,9.695961,2460174.709658,2.772,122.0,0.808552,794.0,66.2914,5346.2,0.8,4.6,99.458741,-70.931327,TESS
2140.01,2.4706114,2459012.510963,1.794486,14310.7159758,13.7703405,1363.7991993,817.5658193,5854.0,1.01613,4.45,286.808526,49.316421,TESS
2141.01,18.2616878,2460453.432236,3.434,971.0,2.85973,767.0,57.4643,5674.0,0.94,4.49483,258.762346,18.340345,TESS
2142.01,9.3004351,2459014.835542,2.3510062,1595.2088627,1.5550304,374.0815959,4.6279256,3472.0,0.363966,4.86042,267.046624,15.980109,TESS
2143.01,5.5899401,2460470.992666,5.032,3840.0,12.1202,1818.0,1816.63,7437.0,1.95,4.09,62.572982,75.170931,TESS
2144.01,37.3415931,2460584.029269,5.351,766.0,2.1417,528.0,12.9381,5452.0,0.88,4.53224,350.25314,79.441782,TESS
2145.01,10.2611329,2460470.361827,7.369,1900.0,12.2521,1327.0,515.939,6202.0,2.78,3.63,263.758075,40.695043,TESS
2146.01,5.8924856,2459765.039868,3.134,4530.0,17.4655,1853.0,1958.56,7272.0,2.13,4.0,269.989998,29.655175,TESS
2147.01,26.2049782,2459599.176807,5.8635323,5593.1821784,10.15497,733.1847347,68.292759,6115.0,1.3363301,4.25,155.641594,83.083724,TESS
2148.01,23.48522,2458693.42328,3.546,6020.0,14.0152,782.0,62.0856,5930.0,1.51,4.11,281.814167,64.806519,TESS
2149.01,0.5842495,2460367.227586,0.559,1041.0,5.50799,1645.0,1217.74,6020.0,1.34,4.18,285.596508,42.507414,TESS
215.01,26.2851404,2458334.396978,2.7692779,975.2076991,3.082863,592.4436342,29.1144876,5821.0,0.96445,4.44094,7.318008,-63.790623,TESS
2150.01,2.2263798,2459768.269102,2.863,1270.0,6.51393,1877.0,2064.9,6446.3,1.84,4.03,264.591131,18.473875,TESS
2151.01,15.64643,2459014.36854,7.75,6010.0,16.1126,1181.0,323.367,5660.0,1.95,3.86,275.117976,30.85588,TESS
2152.01,3.3772835,2459883.441847,3.6434514,7216.4961357,15.3058361,1745.8918919,2195.7879328,6688.0,1.73235,4.11,26.338972,77.790123,TESS
2153.01,2.7180835,2459391.951972,6.1842922,329.1728205,4.2423946,1888.9879062,3009.1075587,5668.0,2.1805999,3.76,274.87052,71.248626,TESS
2154.01,3.8240826,2459768.102761,2.5172521,10096.1098633,16.0547024,1436.3420387,1005.8946259,6243.0,1.38719,4.24,71.028148,84.364265,TESS
2155.01,3.7246883,2459913.983994,3.078,3320.0,10.8811,1426.0,686.503,6144.0,1.74,4.02,5.800269,84.452839,TESS
2156.01,0.67554,2459011.05035,0.922,680.0,15.6973,2591.0,7493.17,4872.0,2.74,,274.416666,23.917679,TESS
2157.01,8.4249043,2459764.110052,2.311,21600.0,15.0361,864.0,92.8193,5756.0,0.93,4.51,261.71771,25.84927,TESS
2158.01,8.6007557,2459758.586312,3.304,5090.0,10.7988,837.0,81.4989,5389.0,1.5,4.06,276.810053,20.526887,TESS
2159.01,10.0509704,2459755.898401,6.129,8660.0,13.5943,1121.0,263.046,5844.0,1.41,4.16,264.45404,47.230289,TESS
216.01,34.5059318,2458331.488563,3.8206653,17387.9834231,10.4625162,448.7222169,9.5814512,5025.77,0.801736,4.66348,73.980013,-63.26033,TESS
216.02,17.3890454,2459340.904719,2.6516541,2971.7532268,6.4840125,563.8759593,23.8921547,5025.77,0.801736,4.66348,73.980013,-63.26033,TESS
2160.01,2.2390502,2459688.464287,1.64,490.0,2.73215,1401.0,640.033,6021.0,1.25,4.29,291.125974,56.881296,TESS
2161.01,1.5873866,2459767.160908,1.51,110.0,1.09083,1294.0,466.553,5028.0,0.81,4.55,304.444709,77.166678,TESS
2162.01,12.9773004,2460656.816106,4.391,997.0,7.75284,1740.0,1521.69,6610.0,1.66,4.14,291.524023,58.510182,TESS
2163.01,5.2132496,2460474.956612,3.765,750.0,3.72907,1410.0,657.521,6318.0,1.47,4.2,261.440953,23.057031,TESS
2164.01,1.09333,2459010.86112,1.975,1250.0,12.2642,1886.0,2102.07,5274.0,3.39,,277.907741,13.897884,TESS
2165.01,0.9499997,2459417.644616,2.544,4200.0,14.0337,3042.0,14232.8,7421.0,2.16,4.0,281.405754,16.415367,TESS
2166.01,5.1354577,2460555.594031,3.716,353.0,3.3405,1518.0,882.558,6515.0,1.99,3.97,260.30306,63.239282,TESS
2167.01,23.0531698,2459441.746048,1.228,2940.0,9.12613,466.0,7.85406,5752.0,1.19,4.3,242.364094,84.491119,TESS
2168.01,37.83633,2458772.93351,5.713,8240.0,13.5094,833.0,80.1971,6641.0,1.26,4.38,306.223028,74.837343,TESS
2169.01,8.2148505,2459773.747945,3.839,3140.0,10.4375,1068.0,216.17,6183.0,1.81,4.0,279.170112,23.258619,TESS
217.01,3.1385875,2460203.94664,3.541,584.0,4.70639,3201.0,17444.7,6278.0,1.55,4.08153,91.608698,-58.953703,TESS
2170.01,9.2786686,2460469.2444,4.577,527.0,2.23168,1097.0,240.688,6018.0,1.12,4.39,164.313856,89.086923,TESS
2171.01,1.78166,2459011.83317,2.765,8160.0,13.9111,,2772.81,6528.0,1.49,,270.898715,38.073512,TESS
2172.01,1.78252,2459011.82925,2.729,1920.0,18.6528,2275.0,4451.36,5085.0,3.7,,273.702683,37.629995,TESS
2173.01,0.6856225,2460311.597247,0.751,723.0,3.35129,1968.0,2492.49,5829.0,1.06,4.41,145.799111,87.86853,TESS
2174.01,2.9601848,2459765.95946,2.014,960.0,4.21067,1292.0,463.247,6069.0,1.33,4.24,268.823955,40.167475,TESS
2175.01,4.4379727,2459770.377734,4.7176624,16222.5125043,20.3565337,1414.0444235,944.8725135,5967.0,1.5696599,4.08,286.243446,50.040367,TESS
2176.01,7.8914271,2459776.680872,4.2653156,9822.0002486,12.9299942,1042.3456808,278.9767986,5883.0,1.27992,4.25,282.629633,46.323281,TESS
2177.01,3.5224751,2459445.304166,3.2804955,8602.325645,15.9014832,1566.7048126,1423.8679407,6179.0,1.5817,4.11,281.288134,42.451098,TESS
2178.01,3.024111,2459392.686784,2.7209657,7558.6411086,12.0899079,1509.6104781,1227.3844251,6041.0,1.36388,4.22,285.240829,46.668241,TESS
2179.01,15.1689723,2459062.422964,2.0633315,7818.5475582,11.7952966,770.7126737,83.3855897,5713.0,1.12898,4.34,22.445812,-60.73991,TESS
218.01,0.4384814,2458325.547997,0.5192935,486.4774785,0.6505972,900.9491556,155.7120176,3146.0,0.284538,4.438,58.422001,-68.738628,TESS
218.02,8.3522143,2458328.408317,1.6637119,3924.642229,1.8017268,337.3521453,3.0609406,3146.0,0.284538,4.438,58.422001,-68.738628,TESS
2180.01,260.1740061,2459611.445537,24.0527095,4747.959592,11.3192423,360.169028,3.9769164,5739.0,1.62762,4.03,277.94363,56.650679,TESS
2181.01,8.379057,2459843.189547,2.899,2930.0,4.97002,846.0,85.2468,5574.0,0.91,4.51,270.558091,63.54963,TESS
2182.01,3.5484481,2459444.706868,4.5123025,7022.0056891,15.2165016,1678.3044553,1875.0117415,6295.0,1.78185,4.03,299.407034,44.035039,TESS
2183.01,6.5011256,2459789.284328,5.442,4370.0,,1237.0,388.818,5485.0,,,283.489697,37.380825,TESS
2184.01,6.9067868,2459036.618741,6.6850674,1751.7778572,13.4176028,1676.0537927,1864.9741402,5731.8,3.1513801,3.65,100.833125,-66.947656,TESS
2185.01,7.2147718,2459036.889768,4.0147754,8580.1836801,10.1239555,948.9016343,191.6045333,5440.3,1.08637,4.4,314.576665,-40.268633,TESS
2186.01,4.476922,2459040.677411,2.971921,9095.8829177,14.3955457,1281.2166202,636.8120268,5772.2,1.37148,4.4,357.002336,-68.487698,TESS
2187.01,2.7492277,2460016.915327,1.688,11250.0,12.683,1131.0,271.924,5344.0,1.14,4.4,96.940806,-79.409779,TESS
2188.01,3.735051,2459037.586804,2.4293974,8964.0239073,14.2690959,1368.9996875,830.1076146,5829.0,1.36818,4.3,347.94394,-69.85417,TESS
2189.01,4.4343277,2459037.695286,2.8960794,13087.3233045,11.8751226,1025.9981962,261.8830502,4979.4,1.00254,,34.085419,-78.70071,TESS
219.01,4.4617755,2460184.852236,5.4532494,18854.6431909,31.9660922,1723.6509122,2086.0189812,6354.0,2.23892,4.24472,97.453898,-57.254816,TESS
2190.01,5.3160704,2459041.219803,4.3526595,14202.6126293,19.5006469,1273.3471283,621.3098726,5477.0,1.5522701,4.4,311.751171,-38.670656,TESS
2191.01,4.0115394,2459037.349685,2.2686483,14587.5117969,15.3487909,1235.4438742,550.5706841,5741.0,1.13908,4.3,313.40292,-36.821547,TESS
2192.01,6.2643442,2459039.462278,3.8202596,10552.2490654,11.6261491,985.937996,223.3157822,5262.0,1.12916,4.4,353.281713,-76.819155,TESS
2193.01,2.1223673,2459037.564542,1.5855365,8056.3340252,12.9814367,1596.3943994,1534.9059997,6079.0,1.19653,4.33912,313.691232,-72.80464,TESS
2194.01,15.3419095,2460141.982191,2.736,683.0,1.7005,541.0,14.2526,4669.0,0.69,4.63,299.156339,-31.335181,TESS
2195.01,4.164514,2459039.461004,2.0579197,7675.7705005,8.9598265,1018.7487636,254.5595417,5101.7,0.933443,,34.840097,-72.708894,TESS
2196.01,1.1953968,2459036.508778,1.5752293,1127.2344564,3.5030245,1720.8556767,2072.5203184,5728.0,1.02917,4.4217,312.340074,-70.485072,TESS
2197.01,4.954648,2460148.5999,3.639,7357.0,13.0889,1386.0,612.686,6562.0,1.47,4.24,311.042756,-39.225486,TESS
2198.01,4.9549631,2459040.905327,5.9565174,8236.2566801,18.4504689,1584.4693148,1489.5542795,6282.4,1.99207,3.92936,309.511234,-48.462083,TESS
2199.01,3.3771114,2459038.510574,2.4508029,4515.155077,8.6110106,1337.4811458,756.2609502,5614.86,1.28017,4.21917,311.673345,-41.820983,TESS
220.01,10.6953083,2460175.494403,2.044,920.0,2.84818,796.0,66.8553,5272.71,0.88,3.98846,91.799699,-61.99721,TESS
2200.01,2.9360281,2459384.869876,2.118,6790.0,7.18912,1147.0,288.087,4983.6,0.83,0.2,98.783507,-72.456778,TESS
2201.01,1.3477642,2460150.788041,1.112,762.0,6.61528,2547.0,6992.14,6252.0,1.47,4.19,316.66971,-57.577978,TESS
2202.01,11.9124942,2459041.912359,3.7520869,19304.2778014,11.3754057,652.0656914,42.7254261,5064.0,0.823883,4.53576,51.228421,-73.957546,TESS
2203.01,3.05631,2459038.655122,3.0708372,17308.3639678,20.0727443,1595.1946687,1530.297116,6344.0,1.44638,4.21787,325.104572,-54.034226,TESS
2204.01,2.2250514,2459037.141234,2.3678871,13144.590055,10.0926189,1188.0003255,470.7466523,5103.0,0.883426,4.48023,289.297427,-60.89176,TESS
2205.01,0.8891483,2459036.525582,1.1970992,44722.5890994,14.8249782,1043.8317455,280.571145,3653.0,0.649887,4.60969,94.315682,-56.509859,TESS
2206.01,1.7690121,2459037.77354,1.0172953,10110.2139841,10.5045599,1073.1116296,313.4011658,4683.0,0.701795,4.62,322.253764,-58.836147,TESS
2207.01,8.000489,2459043.770189,4.6706895,4606.7419685,10.9709265,1178.0320316,455.1446051,6146.0,1.55738,4.12,307.596693,-44.887618,TESS
2208.01,0.6743453,2459362.153557,0.9010413,103652.0705638,12.4716613,804.0969257,98.7994686,3228.0,0.321846,4.90232,65.528812,-61.36859,TESS
2209.01,3.4391152,2459362.84393,3.3615891,12391.7493402,13.6350253,1306.3669377,688.3062667,4955.0,1.21438,4.4,111.442356,-77.776659,TESS
221.01,0.62425,2458325.342966,0.774288,954.060325,1.671618,1106.2112728,353.894099,3765.0,0.525,4.75169,356.492464,-56.344047,TESS
2210.01,12.7846809,2459042.902673,4.8533784,19658.0816662,11.7994875,675.6336681,49.2454527,5077.7,0.836244,4.4,347.462945,-79.699998,TESS
2211.01,3.0911721,2459038.108613,1.9714799,349.193899,1.666703,1057.0895356,295.0992437,5253.0,0.834386,4.54958,308.539086,-29.672613,TESS
2212.01,5.1293855,2459039.726913,2.8939597,9414.7547938,8.9112749,936.3411803,181.6592422,5116.3,0.920804,4.45,44.529245,-66.949285,TESS
2213.01,5.179282,2459036.45897,2.6320655,5746.9651279,9.3730831,1161.5074108,430.1391198,5784.0,1.21172,4.3,326.582729,-61.107837,TESS
2214.01,2.4156482,2460041.314701,2.837,3550.0,,1629.0,1169.2,5727.0,,4.3,117.867565,-72.285046,TESS
2215.01,5.7772122,2459040.86632,2.56341,1470.3821261,2.8693434,751.4597253,75.3605118,4882.7,0.729818,4.6,286.073121,-32.354279,TESS
2216.01,5.6807412,2459037.730148,4.1093897,1892.9692302,6.2844217,1262.9460957,601.257159,6295.0,1.38612,4.3,12.074996,-68.439297,TESS
2217.01,3.8300359,2459039.604534,4.1744985,7753.4083536,11.7278481,1360.8170209,810.4382547,5916.0,1.3126301,4.3,35.750418,-71.457945,TESS
2218.01,0.3456911,2460014.455131,0.648,2800.0,10.1929,3243.0,18378.3,6282.0,1.05,4.3,107.155704,-64.232801,TESS
2219.01,10.1688722,2460074.804023,4.3884108,7366.339761,12.8424534,1022.940591,258.7751983,5161.7,1.3986,4.3,107.819578,-78.238464,TESS
222.01,,2458376.544,0.68,5530.0,8.85869,777.0248613,86.1510668,5709.0,1.0929,4.438,359.162484,-44.719403,TESS
2220.01,1.3926549,2459363.006828,2.0005269,7098.4535786,13.3635819,1792.5088851,2439.8676565,5615.0,1.2094899,4.39,97.320501,-65.337781,TESS
2221.01,8.4536777,2459041.281746,3.5738006,2872.2887525,4.0269258,754.6240935,76.6379132,3588.0,0.698009,4.60198,311.291137,-31.34245,TESS
2222.01,2.2456869,2459386.420276,3.155,12600.0,17.5083,1943.0,2366.82,6381.0,1.5,4.2,119.185192,-67.071931,TESS
2223.01,6.9309657,2459365.146877,5.2921448,6887.4200394,13.513657,1254.9567552,586.1868131,5847.0,1.59136,4.3,18.689893,-81.982165,TESS
2224.01,0.5055105,2459988.772614,0.648232,2269.199137,4.9709812,2138.6881512,4944.3687757,4996.3,1.01489,4.5,61.242969,-78.374681,TESS
2225.01,3.5775562,2460015.034505,3.531,4060.0,,1191.7267626,476.6809228,5823.3,,4.3,112.767471,-72.667447,TESS
2226.01,0.9017685,2460179.543072,0.635,958.0,4.77441,1280.0,446.986,5828.0,1.36,3.9,333.559598,-59.568325,TESS
2227.01,4.2217717,2460177.65724,2.561,594.0,2.81922,1164.0,305.107,5763.48,1.21,3.99846,337.517756,-67.850146,TESS
2227.02,11.5472009,2458335.051334,1.0326107,663.4411526,3.1457403,879.5749032,141.4530508,5763.48,1.20847,3.99846,337.517756,-67.850146,TESS
2228.01,3.36296,2458655.87771,2.594,750.0,2.69668,1257.0,414.8,5420.0,0.9,4.5,289.018075,-46.480756,TESS
2229.01,4.98668,2458660.25609,2.267,860.0,5.51463,1196.0,339.923,6046.0,1.64,4.06,294.572181,-46.398078,TESS
223.01,14.445918,2458355.95751,1.533311,1273.806981,3.290507,629.4950471,37.1099416,5063.0,0.87237,4.48439,339.677571,-25.631849,TESS
2230.01,1.79217,2459037.29826,1.797,1710.0,21.4342,1273.0,436.663,4884.0,4.7,,304.452849,-44.968454,TESS
2231.01,5.46278,2460143.110815,1.274,2982.0,19.5752,1141.0,281.499,,1.69,,308.563699,-48.274725,TESS
2232.01,11.45959,2459046.54248,0.956,650.0,,,,,,,301.540122,-33.667484,TESS
2233.01,2.50876,2460127.292119,1.2523065,5830.0602325,11.5931606,1316.9386126,710.8584449,5226.0,1.13416,4.28,296.919659,-32.575966,TESS
2234.01,2.91615,2459036.73041,1.481,2280.0,13.4791,1111.0,253.391,6103.0,2.69,3.64,299.229827,-35.397179,TESS
2235.01,17.14012,2460108.680976,1.176,2180.0,8.14257,434.0,5.93171,6378.0,1.67,4.1,41.091524,-74.789817,TESS
2236.01,3.5315897,2459389.337457,2.689,7230.0,14.2116,1349.0,551.242,6209.0,1.62,4.09,20.166011,-86.979965,TESS
2237.01,0.49642,2459036.5003,0.572,1000.0,5.57222,2018.0,2758.3,7000.0,1.41,4.33,302.999475,-37.561663,TESS
2238.01,3.3904897,2459965.35036,2.878,260.0,2.40673,1464.0,764.344,6113.8,1.43,4.19,67.657808,-70.35491,TESS
2239.01,92.1950921,2459323.834757,4.206,3760.0,18.9408,308.0,1.49663,5030.6,3.0,,65.410196,-67.467038,TESS
224.01,705.5844658,2458365.843684,1.9189212,101204.8459939,17.179547,515.743249,16.720729,3689.0,0.487,4.78104,1.977969,-29.979603,TESS
2240.01,3.06555,2458659.34688,2.483,2920.0,5.41363,1763.0,1605.05,5285.0,0.71,4.7,290.986777,-36.910419,TESS
2241.01,3.3243,2458657.36252,2.337,1150.0,21.7252,1023.0,181.989,4779.7,5.76,,295.256495,-27.859275,TESS
2242.01,6.53144,2459041.75877,5.713,700.0,6.77621,1485.0,808.553,6037.2,2.58,3.66,315.171774,-35.871099,TESS
2243.01,5.41418,2459040.094,4.428,7850.0,,1489.0,816.558,6664.0,,,310.483615,-38.878009,TESS
2244.01,5.46377,2459039.62778,1.036,4010.0,12.894,612.0,23.3924,5286.9,1.95,,308.563502,-48.274841,TESS
2245.01,3.7981107,2459389.180943,3.914,750.0,4.13478,1530.0,911.152,5042.0,1.51,4.04,117.281011,-80.893886,TESS
2246.01,2.9663437,2460012.788541,4.44,206.0,2.02837,1927.0,2291.32,5807.0,1.59,4.14,113.043495,-65.811395,TESS
2247.01,5.41402,2459040.0943,4.418,7780.0,15.9563,,694.699,6394.3,1.75,,310.483618,-38.878003,TESS
2248.01,62.1624516,2460077.706461,4.319,3710.0,10.3408,500.0,10.4285,7546.0,1.66,4.24,80.624017,-70.254329,TESS
2249.01,1.27349,2459036.88269,1.655,920.0,13.6856,1522.0,891.053,4982.0,4.35,,304.628882,-30.648846,TESS
225.01,,2458355.118626,4.8120529,4104.5873474,5.5237367,338.5973763,3.1063855,4658.0,0.710768,4.53096,343.88039,-24.409733,TESS
2250.01,0.8153098,2460367.057256,1.373,189.0,1.19041,2023.0,2785.3,5729.0,0.97,4.47487,296.355007,67.310971,TESS
2251.01,11.5743561,2459945.371277,6.0493763,14285.1321998,18.1309835,965.8481969,205.6631556,5776.0,1.4578,4.13,278.989527,70.160757,TESS
2252.01,12.379649,2458844.736633,3.3314543,711.2691437,8.6993926,1420.5246749,962.3125052,6582.0,2.7841101,3.69,270.277609,61.347153,TESS
2253.01,85.4244796,2458714.619721,3.6658465,1134.2233028,4.4208054,463.6093885,10.9176682,5697.0,1.29609,4.21712,276.868143,73.264575,TESS
2254.01,26.4579842,2460539.925232,3.372,397.0,2.90965,794.0,66.2935,5706.0,1.37,4.84423,275.393588,62.369002,TESS
2255.01,11.9526103,2459727.117395,2.74,9860.0,11.4014,,48.2015,6049.0,1.25,4.438,316.892698,74.383252,TESS
2256.01,13.9631929,2458938.822446,4.5245027,812.9002244,2.3118575,666.9105884,46.751059,5270.9,0.813544,4.438,225.315683,40.946827,TESS
2257.01,35.1896444,2459606.202888,3.3254029,4524.9353925,2.2253696,230.7752258,0.6703132,3446.0,0.326932,4.89707,194.739614,77.661716,TESS
2258.01,9.6799809,2459659.732563,1.806,15870.0,14.6081,658.0,31.1433,5980.0,1.11,4.39,268.029535,62.79094,TESS
2259.01,16.5899263,2458961.789439,2.1573675,642.4369483,5.4428798,1030.9494518,266.9749353,6690.0,1.7449,4.1059,244.5642,42.62706,TESS
226.01,,2458358.500535,2.67,13400.0,4.214299,272.4674275,1.3025049,3396.0,0.334,4.91468,342.967188,-24.78778,TESS
2260.01,0.3524597,2460423.375669,0.578,305.0,1.76224,1825.0,1844.98,5432.0,0.9,4.51,247.667,49.046789,TESS
2261.01,1.9011452,2458983.8672,1.6128566,1640.9567262,5.7647423,1369.4137781,831.1124236,5392.0,0.986402,,284.022679,70.25412,TESS
2262.01,1.4937444,2459795.358706,2.044,160.0,1.62102,1956.0,2431.71,6328.0,1.28,4.32136,266.406455,59.514199,TESS
2263.01,,2458708.384365,14.9235889,357.7289632,1.6330887,245.4240451,0.8574118,5599.0,0.852643,4.57217,237.961131,83.110888,TESS
2264.01,121.3342908,2458827.02652,6.1861599,1830.5369311,4.1767182,373.1040687,4.5797413,6140.0,0.957395,4.54184,295.927746,78.725919,TESS
2265.01,0.8294084,2458956.331721,0.5583289,254.6127529,2.4799192,2142.9193755,4983.6132078,5951.67,1.52424,4.438,239.787768,32.395973,TESS
2266.01,2.326343,2458957.9252,1.2195051,4153.6144436,1.9763187,502.933455,15.1203939,3244.0,0.261162,4.97167,245.28004,31.577041,TESS
2267.01,3.4950422,2458816.152459,1.0311342,2004.426903,1.2734423,400.3206181,6.0694989,3022.0,0.242745,4.99625,65.061496,84.900824,TESS
2267.02,2.0344366,2458817.092481,0.958248,1142.0994266,0.901106,479.450797,12.4881234,3022.0,0.242745,4.99625,65.061496,84.900824,TESS
2267.03,2.2891027,2458818.073212,0.8344032,1384.622855,0.9131404,460.9675388,10.6709326,3022.0,0.242745,4.99625,65.061496,84.900824,TESS
2268.01,7.1566025,2458932.627916,1.218975,674.5586897,3.1263063,1017.9407073,253.7528508,5910.35,1.13489,4.35957,226.46964,39.636553,TESS
2269.01,1.4206036,2458683.350647,1.6483243,448.0101837,1.1974247,890.3162916,148.490368,3872.0,0.548484,4.69525,264.147896,77.126216,TESS
2269.02,2.8411415,2459849.641958,1.174,530.0,1.42162,682.0,35.9524,3872.0,0.55,4.69525,264.147896,77.126216,TESS
2269.03,10.4029111,2458686.456214,1.3721731,824.1851185,1.8465904,458.4764117,10.4421274,3872.0,0.548484,4.69525,264.147896,77.126216,TESS
227.01,,2458364.102069,1.51,30400.0,2.432614,187.3235245,0.2909982,2808.0,0.128,5.20628,356.527357,-16.691464,TESS
2270.01,,2458962.984125,4.6288711,261.9656428,2.7599934,389.8310122,5.4579122,6380.43,1.61077,4.1278,244.382265,61.368246,TESS
2271.01,26.5456672,2459753.691039,2.582,8290.0,29.1697,642.0,28.3073,6180.0,1.68,4.06,296.710289,70.071943,TESS
2272.01,32.8236817,2458773.807867,15.237374,368.5500142,5.1519952,967.3721204,206.9642192,6258.0,2.63025,3.68336,359.853101,68.384119,TESS
2273.01,46.5710978,2458845.707797,6.1832559,328.3531481,2.1305645,582.409103,27.1915284,6495.0,1.15083,4.43957,81.240221,79.74934,TESS
2274.01,2.6796164,2458685.367259,0.9028948,827.5423687,1.8334769,771.4561825,83.7078249,3943.0,0.63072,4.62547,277.459311,40.541412,TESS
2274.02,1.1188024,2460337.873035,1.119,427.0,1.44009,1104.0,247.175,3943.0,0.63,4.62547,277.459311,40.541412,TESS
2275.01,20.1546939,2458684.152198,1.3244754,1039.4977103,2.3244125,494.4464236,14.1253091,4863.0,0.712388,4.63136,234.512299,69.017531,TESS
2276.01,76.8663962,2458725.707722,6.7753035,341.5578492,1.9249103,383.3506039,5.1039406,5482.02,0.877042,4.5343,261.836763,58.214352,TESS
2277.01,,2458998.981604,12.4042036,178.9213506,3.3789105,644.2621741,40.7166029,6358.0,2.43663,3.76624,273.497311,80.658462,TESS
2278.01,1.4663344,2459690.583683,0.447,920.0,1.87124,704.0,40.7842,3412.0,0.32,4.9014,289.513338,56.236779,TESS
2279.01,3.1434463,2460473.945213,1.501,803.0,2.34132,1160.0,301.599,4962.0,0.79,4.55115,255.245795,45.386283,TESS
228.01,2.6865041,2459089.518331,2.5524772,12250.4189724,13.7470239,1432.3687809,994.8105653,5738.0,1.18274,4.23836,358.558844,-30.013038,TESS
2280.01,18.6016754,2458959.940081,2.3690896,559.9932489,9.1300283,1375.4544745,845.8744041,6175.0,3.7007,3.37301,254.588507,45.936445,TESS
2281.01,210.668358,2458765.860515,10.3865576,342.5966404,2.8961818,520.2849849,17.3175389,6683.0,1.52592,4.22146,294.390164,66.971432,TESS
2282.01,12.5520766,2458691.469822,6.8268193,202.0868952,2.8228669,1203.1992033,495.3032121,7020.0,1.84505,4.09526,294.376052,74.78231,TESS
2283.01,0.4018586,2458683.724447,1.5779753,111.3648011,0.5525072,1245.4940849,568.7058283,3621.0,0.520283,4.7197,248.333273,63.524496,TESS
2284.01,4.9707023,2460471.356355,2.586,487.0,2.38733,1186.0,328.783,6109.0,1.21,4.33438,252.471891,47.316983,TESS
2285.01,27.2672016,2458747.184629,2.4164839,1154.3278885,1.5781136,287.0767134,1.6051398,3546.0,0.460014,4.77262,332.563264,58.706093,TESS
2286.01,179.4031712,2458811.504844,10.7569968,618.5780905,3.7472354,434.6883098,8.4378703,6863.0,1.4648,4.27882,292.823315,72.538317,TESS
2287.01,11.8120707,2458688.985794,3.3324162,189.027556,1.7481305,898.9288685,154.3200348,6037.0,1.20105,4.32817,222.75079,85.895391,TESS
2288.01,8.9172211,2458740.42419,2.6426767,2147.0816912,2.7931797,518.7006367,17.1075621,4066.0,0.605243,4.67766,251.11918,60.086043,TESS
2289.01,63.39545,2458964.279078,5.1295954,851.8694759,3.3507179,453.9864688,10.0390505,5717.0,1.0149601,4.43377,255.097557,39.73025,TESS
229.01,3.1260778,2458354.773243,1.7185367,11383.7527081,10.9257115,1085.5253926,328.1564535,5100.0,0.874706,4.4651,5.237757,-35.998465,TESS
2290.01,0.3862197,2458764.986586,0.9122445,437.6381201,1.1988782,1386.5985937,873.6229278,3863.0,0.566304,4.67991,321.599582,68.640531,TESS
2291.01,9.405877,2459620.204224,1.5560322,1425.9330181,1.977596,451.5202868,9.8226818,3869.0,0.475701,4.75875,304.299053,65.871559,TESS
2292.01,7.0767314,2459704.906266,2.444,630.0,2.4422,894.0,106.205,5781.0,1.0,4.45679,304.266636,65.153844,TESS
2293.01,6.0683318,2459600.314533,1.9825707,1742.7332385,2.1199939,503.4234887,15.1794104,3668.0,0.499376,4.73795,115.593377,70.404076,TESS
2294.01,340.3877311,2458691.694075,9.2318877,718.3774619,3.6888424,314.1604363,2.3021148,6424.0,1.27808,4.33722,288.108567,54.640427,TESS
2295.01,60.06632,2458713.454918,2.409,990.0,7.64759,709.0,42.0912,5660.0,1.47,4.10485,281.576196,50.492466,TESS
2296.01,139.2632286,2458720.261652,15.5650549,403.2688035,1.8388146,315.0609123,2.3286226,5373.01,0.90717,4.49164,266.931576,55.872814,TESS
2297.01,22.048775,2459623.756729,3.8087167,540.6928554,1.9509885,504.6753756,15.3309639,4836.0,0.794435,4.53282,250.739892,76.449587,TESS
2298.01,,2458960.029434,7.6412469,1990.1263914,2.8951165,212.0685941,0.4779984,4239.0,0.659937,4.61861,274.512058,74.466535,TESS
